Nombre,Direccion,CCAA,Latitud,Longitud,Telefono,URL,Correo,Facebook,Categoria,Tamaño,Capaciadad,Capacidad,Ocupacion,id_centro
CENTRO DE ADOPCION Y PROTECCION DE ANIMALES DEL BESAYA (C.A.P.A.B.),"C/ ANGEL DE LA BODEGA, Nº 6 - 3º IZQ., CP: 39500, CABEZON DE LA SAL, CANTABRIA",Cantabria,43.3083395921562,-4.23616723559532,+34 847 55 16 30,http://www.centrodeadopcionyprotecciondeanimalesdelbesayac.a.p.a.b..com,centrod@tudela.net,category/centrodeadopcionyprotecciondeanimalesdelbesayac.a.p.a.b.,mixta,pequeña,,90,29,000443
UNIVERSITARIA PARA LA PROTECCION DE LOS ANIMALES (AUNPRA),"VARGAS Nº 57-A-6º, SANTANDER, CANTABRIA",Cantabria,43.4596478673621,-3.82209913744883,+34810 45 11 79,http://www.universitariaparalaprotecciondelosanimalesaunpra.com,unive@cuevas.es,privacy/universitariaparalaprotecciondelosanimalesaunpra,felina,pequeña,,27,10,000444
PARA EL BIENESTAR DE LOS ANIMALES DE CANTABRIA (PATAS),"POLIGONO 8, PARCELAS 88-89, CP: 39313, RINCONEDA, CANTABRIA",Cantabria,43.374399,-4.024543,+34 881054238,http://www.paraelbienestardelosanimalesdecantabriapatas.com,parael@sancho.com,post/paraelbienestardelosanimalesdecantabriapatas,mixta,mediana,,187,81,000445
UNIVERSITARIA POR LOS DERECHOS DE LOS ANIMALES,"FACULTAD DE CIENCIAS DE LA UCA. AVDA. DE LOS CASTROS S/Nº, CP: 39005, SANTANDER, CANTABRIA",Cantabria,43.4713069868063,-3.80119420029778,+34 848 35 97 72,http://www.universitariaporlosderechosdelosanimales.com,universit@becerra-benavides.es,post/universitariaporlosderechosdelosanimales,mixta,pequeña,,87,23,000446
ARMONIA ANIMAL,"C/ POMALUENGO Nº 28, CP: 39660, CASTAÑEDA, CANTABRIA",Cantabria,43.3047224057689,-3.92887609327034,+34726 28 45 36,http://www.armoniaanimal.com,armoniaani@castejon.net,about/armoniaanimal,canina,grande,,487,253,000447
ECO ANIMAL,"C/ BARRIO EL POZO Nº10-C CHALET Nº2, CP: 39478, BOO DE PIELAGOS, CANTABRIA",Cantabria,43.4352151404993,-3.94433784894109,+34880 22 03 02,http://www.ecoanimal.com,ecoanima@alberto.org,index/ecoanimal,mixta,pequeña,,70,87,000448
ACANES  (ASOCIACIÓN CAMPURRIANA DE ANIMALES NECESITADOS),"AV.PUENTE CARLOS III Nº10 1ºC, CP: 39200, REINOSA, CANTABRIA",Cantabria,42.9984194242558,-4.13878966369276,+34 922 437 902,http://www.acanesasociacincampurrianadeanimalesnecesitados.com,acanesa@tomas.es,privacy/acanesasociacincampurrianadeanimalesnecesitados,mixta,grande,,410,235,000449
PROTECCION ANIMAL,"BARRIO RASCON  Nº20, CP: 39849, AMPUERO, CANTABRIA",Cantabria,43.3287312298599,-3.37892486442516,+34948 812 990,http://www.proteccionanimal.com,prote@peinado.net,privacy/proteccionanimal,mixta,grande,,387,654,000450
MOONLIGHT ANIMAL RESCUE (M.A.R.),"C/ PLAZA CARLOS V, PORTAL 4, BAJO 5, CP: 39770, LAREDO, CANTABRIA",Cantabria,43.4090269005019,-3.42840957791938,+34 719 052 863,http://www.moonlightanimalrescuem.a.r..com,moonlight@prats-barragan.net,faq/moonlightanimalrescuem.a.r.,mixta,pequeña,,38,46,000451
PECA (PERSONAS ESPECIALES COOTERAPIAS ANIMALES),"URBANIZACION LA NOGALERA  65 A. Nº 19 , CP: 39626, LA ABADILLA DE CAYON, CANTABRIA",Cantabria,43.3102815994842,-3.85354753544748,+34 822 68 93 18,http://www.pecapersonasespecialescooterapiasanimales.com,pecaperso@carretero.org,search/pecapersonasespecialescooterapiasanimales,mixta,mediana,,297,434,000452
PROAN ( ASOCIACIÓN PARA LA PROTECCIÓN DE LOS ANIMALES DE CANTABRIA),"BARRIO RASCON Nº 20, CP: 39849, AMPUERO, CANTABRIA",Cantabria,43.3329891715732,-3.39118637869678,+34884 32 48 92,http://www.proanasociacinparalaproteccindelosanimalesdecantabria.com,proan@gutierrez.net,about/proanasociacinparalaproteccindelosanimalesdecantabria,mixta,pequeña,,23,38,000453
DEFENSA ANIMAL Y AMBIENTAL DE CANTABRIA ( DAYA ),"URBANIZACION ALTAMIRA Nº 20, CP: 39110, SOTO DE LA MARINA, CANTABRIA",Cantabria,43.4676005983761,-3.87924859326875,+34 880 74 98 46,http://www.defensaanimalyambientaldecantabriadaya.com,defensaani@arce-sanz.org,register/defensaanimalyambientaldecantabriadaya,canina,pequeña,,87,104,000454
ACCION Y REACCION ANIMAL CANTABRIA,"C/ LA PEÑA 227B, GANZO, CP: 39300, TORRELAVEGA, CANTABRIA",Cantabria,43.4535212568741,-3.86375030891819,+34 987 46 94 26,http://www.accionyreaccionanimalcantabria.com,accion@figuerola.net,login/accionyreaccionanimalcantabria,mixta,grande,,414,488,000455
PROTECTORA DE ANIMALES SOS NORTE ANIMAL," BARRIO EL PUENTE Nº 8 11, CP: 39477, ORUÑA, CANTABRIA",Cantabria,43.4019312942038,-3.94947615218263,+34946 138 136,http://www.protectoradeanimalessosnorteanimal.com,protecto@pereira.es,terms/protectoradeanimalessosnorteanimal,mixta,pequeña,,27,12,000456
LEBANIEGA DE AMIGOS DE LOS ANIMALES,"C/ LA SERNA - RESTAURANTE LA SERNA Nº 9 , CP: 39570, POTES, CANTABRIA",Cantabria,43.154190661001,-4.62508552794196,+34982 46 62 94,http://www.lebaniegadeamigosdelosanimales.com,lebanie@barba-bernat.com,index/lebaniegadeamigosdelosanimales,mixta,mediana,,100,177,000457
ADYRA ASOCIACION DEFENSA Y RESPETO ANIMAL,"C/ JOSE MARIA PEREDA 67 4º D, CP: 39300, TORRELAVEGA, CANTABRIA",Cantabria,43.3538031517448,-4.04830165507524,+34 827677814,http://www.adyraasociaciondefensayrespetoanimal.com,adyraas@sabater.es,post/adyraasociaciondefensayrespetoanimal,felina,pequeña,,76,130,000458
PROTECTORA DE ANIMALES G.U.A.P.A. CANTABRIA GRUPO UNIDO AMIGOS PROTECTORES DE LOS ANIMALES," CALLE JIMENEZ DIAZ Nº 7, CP: 39007, SANTANDER, CANTABRIA",Cantabria,43.4617891498458,-3.82203187355927,+34960 341 813,http://www.protectoradeanimalesg.u.a.p.a.cantabriagrupounidoamigosprotectoresdelosanimales.com,protect@cruz.net,category/protectoradeanimalesg.u.a.p.a.cantabriagrupounidoamigosprotectoresdelosanimales,mixta,mediana,,200,215,000459
AVAC ASOCIACION VOZ ANIMAL CANTABRIA,"Bª UDALLA 15 CHALET 4, CP: 39850, UDALLA, CANTABRIA",Cantabria,43.3170403683783,-3.45046964642756,+34984 291 144,http://www.avacasociacionvozanimalcantabria.com,avacasocia@somoza.com,index/avacasociacionvozanimalcantabria,mixta,pequeña,,100,46,000460
EDUCA PROYECTO ANIMAL,"C/ CONCHA ESPINA Nº 5, CP: 39500, CABEZON DE LA SAL, CANTABRIA",Cantabria,43.3098093416315,-4.23649581899547,+34 886 882 422,http://www.educaproyectoanimal.com,educaproy@carrion.com,about/educaproyectoanimal,felina,pequeña,,21,25,000461
CANTABRA DE TERAPIA CON ANIMALES (ACTA)," CALLE DARIO PEDRAJA Nº 8 CHAL. 14, CP: 39340, HINOJEDO, CANTABRIA",Cantabria,43.3976572639628,-4.03180775395557,+34 977 47 25 81,http://www.cantabradeterapiaconanimalesacta.com,cantabrad@aragon-palacio.com,homepage/cantabradeterapiaconanimalesacta,mixta,grande,,460,173,000462
PARA LA DEFENSA ANIMAL EN CANTABRIA (ADA CANTABRIA)," CALLE BELLAVISTA Nº 25 A, CP: 39760, ADAL, CANTABRIA",Cantabria,43.3952825305599,-3.47548496443182,+34923 85 81 75,http://www.paraladefensaanimalencantabriaadacantabria.com,paral@roura.com,terms/paraladefensaanimalencantabriaadacantabria,mixta,grande,,350,163,000463
RESPETO ANIMAL," BARRIO LA ROTIZA Nº 58 BAJO A, CP: 39130, PEDREÑA, CANTABRIA",Cantabria,43.439192283397,-3.77066735914444,+34 976 065 902,http://www.respetoanimal.com,respe@luque-samper.es,homepage/respetoanimal,canina,grande,,419,419,000464
ANICANT (ANIMALISTAS CANTABRIA)," CALLE LOPE DE VEGA Nº 31 7º, CP: 39003, SANTANDER, CANTABRIA",Cantabria,43.4651832051418,-3.80017696526337,+34 974 25 11 19,http://www.anicantanimalistascantabria.com,anica@ropero.es,author/anicantanimalistascantabria,mixta,pequeña,,39,33,000465
PARA LA DEFENSA DE LOS ANIMALES DOMESTICOS DE CANTABRIA (ADAD CANTABRIA)," CALLE SAN ROQUE Nº 35, CP: 39608, HERRERA, CANTABRIA",Cantabria,43.4253066976054,-3.86708520822083,+34 886 56 66 37,http://www.paraladefensadelosanimalesdomesticosdecantabriaadadcantabria.com,paralade@nunez.org,search/paraladefensadelosanimalesdomesticosdecantabriaadadcantabria,felina,mediana,,173,241,000466
CES-RAMALES (ASOCIACION DE PROTECCION ANIMAL)," BARRIO DE CUBILLAS  Nº S/N, CP: 39800, RAMALES DE LA VICTORIA, CANTABRIA",Cantabria,43.2705166181887,-3.45282467288297,+34 806 53 69 26,http://www.cesramalesasociaciondeproteccionanimal.com,cesra@iriarte.net,author/cesramalesasociaciondeproteccionanimal,mixta,pequeña,,45,50,000467
DEAN (DEFENSA ANIMAL CANTABRIA)," CALLE JOSE MARIA DE PEREDA Nº 67 4º D, CP: 39300, TORRELAVEGA, CANTABRIA",Cantabria,43.3538617622759,-4.04827970632948,+34954 43 73 32,http://www.deandefensaanimalcantabria.com,deande@heredia.es,index/deandefensaanimalcantabria,mixta,mediana,,292,279,000468
AMIGOS DEL PERRO DEL VALLE DE TORANZO,"BARRIO EL VALLE  S/N, CP: 39699, VILLEGAR DE TORANZO, CANTABRIA",Cantabria,43.2440580817735,-3.94524565485679,+34925442553,http://www.amigosdelperrodelvalledetoranzo.com,amigosdelp@ferran-maldonado.es,author/amigosdelperrodelvalledetoranzo,canina,grande,,307,243,000469
PERRUCOS CANTABRIA,"C/ HERNAN CORTES 25, 5º IZDA., CP: 39003, SANTANDER, CANTABRIA",Cantabria,43.4631817932522,-3.80155200235789,+34871 093 791,http://www.perrucoscantabria.com,perruc@pera.es,main/perrucoscantabria,canina,pequeña,,71,30,000470
PERROS PASTORES DE CANTABRIA,"C/ ZANCAJO OSORIO  Nº 5 1º C, CP: 39009, SANTANDER, CANTABRIA",Cantabria,43.454777552827,-3.82006917151414,+34885 712 241,http://www.perrospastoresdecantabria.com,perro@segarra.com,about/perrospastoresdecantabria,canina,pequeña,,38,15,000471
HUELLAS DE PAZ,"C/ BLAS CABRERA  9- 4º C, CP: 39005, SANTANDER, CANTABRIA",Cantabria,43.4703461129854,-3.80533899557401,+34 806 12 36 22,http://www.huellasdepaz.com,huell@aguilar.com,author/huellasdepaz,mixta,mediana,,273,405,000472
HUELLAS CANTABRIA,"Bº SAN MARTIN DEL PINO 23, Nº 33 - 2º IZDA., CP: 39011, SANTANDER, CANTABRIA",Cantabria,43.4452359671443,-3.84898153857762,+34 885 28 31 47,http://www.huellascantabria.com,huellascan@rozas-urrutia.es,index/huellascantabria,mixta,mediana,,255,334,000473
AMIGOS DEL GATO CALLEJERO,"C/ CUESTA DE LA ATALAYA, 35 - 1º IZDA., CP: 39001, SANTANDER, CANTABRIA",Cantabria,43.4659731378633,-3.80848224224008,+34 844 57 50 76,http://www.amigosdelgatocallejero.com,amigo@llabres.es,privacy/amigosdelgatocallejero,felina,pequeña,,56,63,000474
EL GATO CON CASA,"C/ CUESTA DE LA ATALAYA Nº 35, CP: 39001, SANTANDER, CANTABRIA",Cantabria,43.4662603723925,-3.80816790718848,+34880876118,http://www.elgatoconcasa.com,elgatoconc@blazquez.org,privacy/elgatoconcasa,felina,grande,,451,622,000475
GATOS Y MAS GATOS,"C/ HEROES DE LA ARMADA Nº 6, CP: 39009, SANTANDER, CANTABRIA",Cantabria,43.4536910643538,-3.81590290581849,+34884 701 940,http://www.gatosymasgatos.com,gatosym@acuna.com,author/gatosymasgatos,felina,pequeña,,58,64,000476
GATOSOS CANTABROS," CALLE LA MIES DE VALLE Nº 259 BLOQUE POLIG5, CP: 39730, BERANGA, CANTABRIA",Cantabria,43.414448225594,-3.57708356035683,+34978 799 942,http://www.gatososcantabros.com,gatos@larranaga.es,main/gatososcantabros,felina,grande,,458,548,000477
"FELINA ""LOS GATITOS DE MARGA"""," CALLE ORTIZ OTAÑEZ Nº 22 2º IZQ., CP: 39740, SANTOÑA, CANTABRIA",Cantabria,43.4431515456727,-3.45914216545059,+34 707458155,http://www.felinalosgatitosdemarga.com,felinalosg@echeverria.es,homepage/felinalosgatitosdemarga,felina,pequeña,,98,81,000478
CUATRO GATOS,"C/ GUEVARA Nº 11, 5º B, CP: 39001, SANTANDER, CANTABRIA",Cantabria,43.464141786188,-3.80880922164167,+34882830529,http://www.cuatrogatos.com,cuatroga@garzon-melendez.com,category/cuatrogatos,felina,pequeña,,33,27,000479
CANTABRIA FELINA,"C/ ALDAY Nº 23ª, 1º A, CP: 39608, MALIAÑO (CAMARGO), CANTABRIA",Cantabria,43.4209862168727,-3.83949193500018,+34972 524 358,http://www.cantabriafelina.com,cantabriaf@roldan-yanez.net,privacy/cantabriafelina,felina,pequeña,,99,64,000480
CANINA DE CANTABRIA,"C/ EL CID Nº 3, 3º H, CP: 39300, TORRELAVEGA, CANTABRIA",Cantabria,43.3476385911737,-4.05429568112452,+34900 605 660,http://www.caninadecantabria.com,canin@poza-bas.com,author/caninadecantabria,canina,pequeña,,28,9,000481
PARA LA PROTECCION Y ADOPCION CANINA (ASPACAN),"C/ BILBAO  Nº 7, 3º IZDA, CP: 39700, CASTRO URDIALES, CANTABRIA",Cantabria,43.3813976078784,-3.21787812438769,+34942549504,http://www.paralaproteccionyadopcioncaninaaspacan.com,parala@mur-rozas.es,homepage/paralaproteccionyadopcioncaninaaspacan,canina,pequeña,,87,46,000482
CANINA EL POLI,"C/ CEBALLOS, Nº 77 - CHALET I, CP: 39340, SUANCES, CANTABRIA",Cantabria,43.4331447073189,-4.04254428489274,+34 974128996,http://www.caninaelpoli.com,caninae@guzman.es,index/caninaelpoli,canina,pequeña,,66,23,000483
Associació Mon Animal del Colldelrat,"Carrer de l'Església, 6 25739 Colldelrat Lleida Noguera Cataluña",Cataluña,41.899669,1.0926151,+34924 337 854,http://www.associacimonanimaldelcolldelrat.com,associ@anaya.org,privacy/associacimonanimaldelcolldelrat,mixta,pequeña,,83,152,000484
Associació Teià per la Defensa dels Animals i la Natura,"Carrer Pere Noguera, 12 8329 Teià Barcelona Maresme Cataluña",Cataluña,41.4996426,2.3198201,+34884 237 104,http://www.associaciteiperladefensadelsanimalsilanatura.com,associ@garriga.es,register/associaciteiperladefensadelsanimalsilanatura,mixta,mediana,,116,180,000485
"ASSOCIACIÓ PROJECTE LOLA, BENESTAR ANIMAL","Carrer camp de la plana, 13 17004 Girona Girona Gironès Cataluña",Cataluña,41.9730138,2.8421051,+34987 242 231,http://www.associaciprojectelolabenestaranimal.com,associa@casal.es,author/associaciprojectelolabenestaranimal,mixta,pequeña,,87,110,000486
Premià - Amics dels Animals,"Carrer Esperança, 19 8330 Premià de Mar Barcelona Maresme Cataluña",Cataluña,41.4914782,2.3583783,+34 919611644,http://www.premiamicsdelsanimals.com,premiami@parejo.com,home/premiamicsdelsanimals,mixta,pequeña,,64,66,000487
Associació Protectora dels Animals del Moianès,"Carrer de les Joies, 11-13 8180 Moià Barcelona Moianès Cataluña",Cataluña,41.8123212,2.0974954,+34871 085 946,http://www.associaciprotectoradelsanimalsdelmoians.com,associaci@banos.es,about/associaciprotectoradelsanimalsdelmoians,mixta,grande,,303,167,000488
"Associació Protecció, Atenció i Defensa dels Drets dels Animals","Avinguda Mare de Déu de la Cisa, 16 8339 Vilassar de Dalt Barcelona Maresme Cataluña",Cataluña,41.5118572,2.3518751,+34949093046,http://www.associaciprotecciatenciidefensadelsdretsdelsanimals.com,associa@tomas-vives.com,category/associaciprotecciatenciidefensadelsdretsdelsanimals,mixta,grande,,471,601,000489
Associació pro Vida Animal de l'Hospitalet,"Carrer Ter, 12 8901 Hospitalet de Llobregat, l' Barcelona Barcelonès Cataluña",Cataluña,41.3620513,2.10251,+34845 56 48 23,http://www.associaciprovidaanimaldelhospitalet.com,assoc@leal.net,faq/associaciprovidaanimaldelhospitalet,mixta,mediana,,190,84,000490
Associació Refugi Lobita - Associació per la Protrecció dels Animals,"Carrer del Molí, 6 8516 Olost Barcelona Osona Cataluña",Cataluña,41.9836698,2.0962395,+34983 61 93 09,http://www.associacirefugilobitaassociaciperlaprotreccidelsanimals.com,assoc@iglesia.com,login/associacirefugilobitaassociaciperlaprotreccidelsanimals,mixta,pequeña,,50,16,000491
Associació Amics dels Animals de Can Xicarró,"Camí Masia Xicarró, 23 8800 Vilanova i la Geltrú Barcelona Garraf Cataluña",Cataluña,41.231291,1.7152402,+34 722 26 20 36,http://www.associaciamicsdelsanimalsdecanxicarr.com,assoc@vicente-sancho.com,faq/associaciamicsdelsanimalsdecanxicarr,mixta,mediana,,132,56,000492
Asociación Rescate Inocencia Animal,"Avinguda Vallès, 714 8227 Terrassa Barcelona Vallès Occidental Cataluña",Cataluña,41.5716306,2.0328536,+34820172770,http://www.asociacinrescateinocenciaanimal.com,asociacin@fabregat-ugarte.es,about/asociacinrescateinocenciaanimal,canina,mediana,,112,201,000493
Associació Vila Animals de Torrelles de Foix SOS,"Carrer de Sant Isidre, 72 8737 Torrelles de Foix Barcelona Alt Penedès Cataluña",Cataluña,41.387806,1.5708115,+34836 04 06 34,http://www.associacivilaanimalsdetorrellesdefoixsos.com,associa@larrea-solano.org,about/associacivilaanimalsdetorrellesdefoixsos,canina,grande,,459,462,000494
Associació Europea de Protecció dels Animals i la Natura-catalunya,"Plaça Joc de la Pilota, 1 17486 Castelló Empúries Girona Alt Empordà Cataluña",Cataluña,42.2582935,3.0743152,+34 975 81 23 60,http://www.associacieuropeadeproteccidelsanimalsilanaturacatalunya.com,associ@pla-ruiz.net,homepage/associacieuropeadeproteccidelsanimalsilanaturacatalunya,mixta,pequeña,,32,10,000495
Associació Agrupació de Vidreres per a la Defensa Animal i Ambiental (AVDA),"Carrer Neptú , 5 17411 Vidreres Girona Selva Cataluña",Cataluña,41.7966669,2.8053124,+34841903593,http://www.associaciagrupacidevidreresperaladefensaanimaliambientalavda.com,associa@mata.com,faq/associaciagrupacidevidreresperaladefensaanimaliambientalavda,mixta,grande,,340,555,000496
Associació Apame Vacarisses (Associació Protectora d'Animals i Medi de Vacarisses),"Carrer Ebre, 32 8233 Vacarisses Barcelona Vallès Occidental Cataluña",Cataluña,41.590902,1.893734,+34 875185406,http://www.associaciapamevacarissesassociaciprotectoradanimalsimedidevacarisses.com,associ@morante.es,privacy/associaciapamevacarissesassociaciprotectoradanimalsimedidevacarisses,mixta,mediana,,272,481,000497
Asociación por el Respeto y Cuidado de los Animales de Barberà del Vallés (ARCA),"Carrer Marquesos de Barberà, 125 8210 Barberà del Vallès Barcelona Vallès Occidental Cataluña",Cataluña,41.52115935,2.122688399999999,+34803 73 99 39,http://www.asociacinporelrespetoycuidadodelosanimalesdebarberdelvallsarca.com,asocia@canellas.com,post/asociacinporelrespetoycuidadodelosanimalesdebarberdelvallsarca,mixta,pequeña,,72,35,000498
Associació per a la Recollida i Protecció dels Animals -Arpa,"Carrer Pep Ventura, 30 8810 Sant Pere de Ribes Barcelona Garraf Cataluña",Cataluña,41.2571823,1.7751088,+34 874524430,http://www.associaciperalarecollidaiproteccidelsanimalsarpa.com,associacip@peiro.es,terms/associaciperalarecollidaiproteccidelsanimalsarpa,mixta,pequeña,,82,48,000499
"Associació pel Benestar dels Animals Asociaba, del Vallès Oriental","Carrer Corredor, 6 8459 Sant Antoni de Vilamajor Barcelona Vallès Oriental Cataluña",Cataluña,41.6527503,2.3793518,+34927227256,http://www.associacipelbenestardelsanimalsasociabadelvallsoriental.com,associa@cueto.com,category/associacipelbenestardelsanimalsasociabadelvallsoriental,mixta,grande,,383,623,000500
Associació Protectora Animals de Bellvís - Els Arcs,"Plaça Comerç, 6 25142 Bellvís Lleida Pla d'Urgell Cataluña",Cataluña,41.6732297,0.8181571566572239,+34 978209791,http://www.associaciprotectoraanimalsdebellvselsarcs.com,associacip@fiol.com,terms/associaciprotectoraanimalsdebellvselsarcs,felina,pequeña,,31,47,000501
Associació La Bona Vita Animal Rescue Center Bcn,"Torrent de Casa Bru, 1 8329 Teià Barcelona Maresme Cataluña",Cataluña,41.4987144,2.3208296,+34848 402 118,http://www.associacilabonavitaanimalrescuecenterbcn.com,associ@baquero-pavon.com,privacy/associacilabonavitaanimalrescuecenterbcn,mixta,pequeña,,22,12,000502
Apan - Associació per a la Protecció dels Animals i la Natura,"Avinguda Llunell, 15 8750 Molins de Rei Barcelona Baix Llobregat Cataluña",Cataluña,41.4385482,2.0511388,+34 887 170 016,http://www.apanassociaciperalaproteccidelsanimalsilanatura.com,apanasso@galvez-giron.org,main/apanassociaciperalaproteccidelsanimalsilanatura,mixta,pequeña,,82,62,000503
Associació Grup Rescat Animal Sant Celoni,"Carrer Montserrat, 1 F 8470 Sant Celoni Barcelona Vallès Oriental Cataluña",Cataluña,41.6928598,2.501044,+34 848 67 55 26,http://www.associacigruprescatanimalsantceloni.com,associa@sala.es,terms/associacigruprescatanimalsantceloni,canina,pequeña,,22,30,000504
Coordinadora i Assessora de Protectores d'Animals,"Carrer Burriac, 24 8348 Cabrils Barcelona Maresme Cataluña",Cataluña,41.519152,2.3863624,+34 610298918,http://www.coordinadoraiassessoradeprotectoresdanimals.com,coordina@ruano-canas.es,homepage/coordinadoraiassessoradeprotectoresdanimals,mixta,grande,,373,566,000505
Associació Nana Animals,"Carrer l'Almadrava, 10 43890 Vandellòs i l'Hospitalet de l'Infant Tarragona Baix Camp Cataluña",Cataluña,40.9386845,0.8570354,+34 735 46 49 44,http://www.associacinanaanimals.com,associac@romeu-luis.org,homepage/associacinanaanimals,canina,mediana,,106,164,000506
Asociación Animales Ripollet,"Rambla Sant Jordi, 2-4 8291 Ripollet Barcelona Vallès Occidental Cataluña",Cataluña,41.4940035,2.1705427,+34 842 347 080,http://www.asociacinanimalesripollet.com,asociacin@criado.es,author/asociacinanimalesripollet,canina,pequeña,,97,85,000507
Associació Gironina Amics dels Animals,"Carrer Llarg, 87 17190 Salt Girona Gironès Cataluña",Cataluña,41.9747832,2.7857886,+34826178525,http://www.associacigironinaamicsdelsanimals.com,associaci@garate-domenech.es,home/associacigironinaamicsdelsanimals,canina,pequeña,,97,164,000508
Associació Defensa Animal Sant Feliu de Codines,"Carrer Travessia, 10 8182 Sant Feliu de Codines Barcelona Vallès Oriental Cataluña",Cataluña,41.687905,2.1638798,+34 958249362,http://www.associacidefensaanimalsantfeliudecodines.com,associacid@cuellar.net,about/associacidefensaanimalsantfeliudecodines,mixta,pequeña,,69,45,000509
Associació Gat'Sq per a la Protecció i la Defensa dels Animals,"Carrer Llebeig, 19, B 8192 Sant Quirze del Vallès Barcelona Vallès Occidental Cataluña",Cataluña,41.5351863,2.057313,+34721 74 12 74,http://www.associacigatsqperalaprotecciiladefensadelsanimals.com,associac@rio.com,author/associacigatsqperalaprotecciiladefensadelsanimals,felina,pequeña,,85,62,000510
Associació Amics dels Animals de Roses,"Carrer Raval dels Grecs, 5 17480 Roses Girona Alt Empordà Cataluña",Cataluña,42.2639615,3.1816986,+34886 23 58 07,http://www.associaciamicsdelsanimalsderoses.com,associacia@canton.com,about/associaciamicsdelsanimalsderoses,mixta,grande,,429,136,000511
Asociación Empresarial de Comerciantes de Animales de Compañía,"Carrer Mallorca, 1 8014 Barcelona Barcelona Barcelonès Cataluña",Cataluña,41.37936215,2.1429863878652,+34 883 721 412,http://www.asociacinempresarialdecomerciantesdeanimalesdecompaa.com,asociacin@rodrigo.net,post/asociacinempresarialdecomerciantesdeanimalesdecompaa,mixta,mediana,,261,349,000512
Asociación Protectora de Animales Peludos sin Techo,"Carrer del Doctor Robert, 120 25271 Albatàrrec Lleida Segrià Cataluña",Cataluña,41.5735681,0.6065613,+34 979 153 389,http://www.asociacinprotectoradeanimalespeludossintecho.com,asociaci@velez.org,home/asociacinprotectoradeanimalespeludossintecho,mixta,pequeña,,21,24,000513
Associació Protectora Animalets Camarles (APAC),"Carrer Vint-i-quatre, 31 43894 Camarles Tarragona Baix Ebre Cataluña",Cataluña,40.7703357,0.6670264,+34 882767803,http://www.associaciprotectoraanimaletscamarlesapac.com,associ@rocha.com,post/associaciprotectoraanimaletscamarlesapac,mixta,mediana,,234,213,000514
Associació per a la Defensa dels Drets dels Animals de Piera (ADDAP),Plaça Major 8784 Piera Barcelona Anoia Cataluña,Cataluña,41.47007360000001,1.7798448972083,+34981 648 868,http://www.associaciperaladefensadelsdretsdelsanimalsdepieraaddap.com,associac@tovar.net,index/associaciperaladefensadelsdretsdelsanimalsdepieraaddap,mixta,mediana,,257,205,000515
Associació Protectora d'Animals l'Arca de Noè Balaguer,"Plaça Mercadal, 1 25600 Balaguer Lleida Noguera Cataluña",Cataluña,41.7895476,0.8046246,+34 803657607,http://www.associaciprotectoradanimalslarcadenobalaguer.com,associ@pinilla.net,terms/associaciprotectoradanimalslarcadenobalaguer,mixta,grande,,484,519,000516
Associació Protectora Animals Domèstics Cabrera Anoia (Padca),"Carrer Sant Jaume, 5 8718 Cabrera d'Anoia Barcelona Anoia Cataluña",Cataluña,41.4782437,1.7044377,+34841053652,http://www.associaciprotectoraanimalsdomsticscabreraanoiapadca.com,associac@pineiro-grande.com,author/associaciprotectoraanimalsdomsticscabreraanoiapadca,mixta,mediana,,219,392,000517
Associació d'Animals Shiva al Rescat,"Carrer Doctor Balari, 118 8203 Sabadell Barcelona Vallès Occidental Cataluña",Cataluña,41.5342163,2.1064367,+34 814281089,http://www.associacidanimalsshivaalrescat.com,assoc@jurado.org,home/associacidanimalsshivaalrescat,canina,mediana,,130,232,000518
Amics dels Animals de la Noguera,"Carrer Canigó, 5 25600 Balaguer Lleida Noguera Cataluña",Cataluña,41.7811987,0.8012822,+34 987 137 110,http://www.amicsdelsanimalsdelanoguera.com,amics@roca.com,register/amicsdelsanimalsdelanoguera,mixta,grande,,349,185,000519
Associació Protectora d'Animals (ISIS),"Carrer Flaçà, 54 17200 Palafrugell Girona Baix Empordà Cataluña",Cataluña,41.9208676,3.1531666,+34807732917,http://www.associaciprotectoradanimalsisis.com,associac@pinto.com,about/associaciprotectoradanimalsisis,mixta,mediana,,235,172,000520
Associació pro Animals - Aproa,"Passatge Riera, 88 8338 Premià de Dalt Barcelona Maresme Cataluña",Cataluña,41.5072284,2.3442108,+34 819 982 680,http://www.associaciproanimalsaproa.com,associaci@fernandez-lozano.com,main/associaciproanimalsaproa,mixta,pequeña,,90,147,000521
Lliga per a la Protecció d'Animals i Plantes de Barcelona,"Carrer Guarda Anton, 10 8035 Barcelona Barcelona Barcelonès Cataluña",Cataluña,41.41661325,2.129122644408163,+34 973 92 05 98,http://www.lligaperalaproteccidanimalsiplantesdebarcelona.com,lligaperal@lluch.com,faq/lligaperalaproteccidanimalsiplantesdebarcelona,mixta,mediana,,128,143,000522
Amics dels Animals de Dosrius,"Carrer Canyamars, 14 8319 Dosrius Barcelona Maresme Cataluña",Cataluña,41.6036983,2.4425326,+34 947 731 044,http://www.amicsdelsanimalsdedosrius.com,amicsdels@salva-barrio.com,main/amicsdelsanimalsdedosrius,mixta,pequeña,,81,141,000523
